accuracy,nsv,time,C,kernel,degree,gamma,coef0,shrinking,break_ties,feature_mask,number_of_selected_features,sensitivity_score,specificity_score,recall_score,roc_aoc,confusion_matrix,precision_score,f1_score,g_mean_score
0.9649122807017544,[39 27],6.575064420700073,36892.59322667762,poly,2.0,138867.74741183541,145240.65026583787,True,False,[ 0 1 3 4 5 6 7 9 11 17 21 22 23 24 28 ],15,0.9487179487179487,1.0,0.9487179487179487,0.9989316239316239,[74 4][0 36],1.0,0.9736842105263158,0.9740215340114143
0.9824561403508771,[18  9],51.33902335166931,67538.78300429032,linear,4.0,73706.02290297787,141809.06996850393,True,False,[ 0 2 3 9 14 16 17 18 21 22 23 24 26 27 29 ],15,0.9855072463768116,0.9777777777777777,0.9855072463768116,0.9797101449275363,[68 1][1 44],0.9855072463768116,0.9855072463768116,0.9816349043031303
0.956140350877193,[36 20],10.46406626701355,16203.235442365221,poly,2.0,85117.2429536901,181226.5222373698,True,False,[ 0 1 2 3 4 5 6 7 8 11 15 23 24 25 28 ],15,1.0,0.8780487804878049,1.0,0.9889742733043768,[73 0][5 36],0.9358974358974359,0.9668874172185431,0.9370425713316364
0.956140350877193,[18  9],6.589820623397827,93770.35432100335,linear,2.0,153725.7577309894,191000.85381903275,True,False,[ 0 2 3 4 5 7 9 14 18 20 21 22 23 24 26 ],15,0.9558823529411765,0.9565217391304348,0.9558823529411765,0.9926470588235293,[65 3][2 44],0.9701492537313433,0.962962962962963,0.9562019925932942
0.9649122807017544,[32 20],6.802082061767578,176419.14295369133,poly,3.0,19173.846855840562,192296.83208969524,True,False,[ 0 1 2 3 5 6 8 9 14 16 18 20 22 23 24 ],15,0.9636363636363636,0.9661016949152542,0.9636363636363636,0.9935285053929122,[53 2][2 57],0.9636363636363636,0.9636363636363636,0.9648682418812753
1.0,[35 16],5.698754549026489,66330.74623928274,poly,3.0,16297.816976646012,195248.72419922377,True,False,[ 0 1 3 5 11 14 16 18 19 20 21 22 24 25 26 ],15,1.0,1.0,1.0,1.0,[68 0][0 46],1.0,1.0,1.0
1.0,[21  8],45.39008331298828,101344.18822911929,linear,2.0,13162.819217395003,63929.02852849258,True,False,[ 0 2 3 5 6 9 15 16 18 19 20 21 23 24 25 ],15,1.0,1.0,1.0,1.0,[68 0][0 46],1.0,1.0,1.0
0.9736842105263158,[39 27],157.88443732261658,182043.23286877174,poly,3.0,72256.11397709692,3936.9831589620003,True,False,[ 1 2 3 6 7 11 17 18 20 21 22 23 24 25 29 ],15,0.9705882352941176,0.9782608695652174,0.9705882352941176,0.9984015345268542,[66 2][1 45],0.9850746268656716,0.9777777777777777,0.974417000595019
0.9649122807017544,[20  9],66.48534727096558,195814.77900580745,linear,3.0,21424.675931929207,91619.2093629019,True,False,[ 0 1 2 3 5 6 9 11 17 18 20 21 22 24 26 ],15,0.9444444444444444,1.0,0.9444444444444444,0.9976851851851851,[68 4][0 42],1.0,0.9714285714285714,0.97182531580755
0.9649122807017544,[29 18],13.439970016479492,42922.03032393353,poly,3.0,9453.079848163472,161043.50901267622,True,False,[ 0 2 3 4 5 6 9 11 15 20 21 22 23 24 28 ],15,0.974025974025974,0.9459459459459459,0.974025974025974,0.9947349947349947,[75 2][2 35],0.974025974025974,0.974025974025974,0.959883285288332
0.9736842105263158,[23 10],5.707544803619385,97589.25763528021,poly,3.0,1172.3416573079282,155081.64243050208,True,False,[ 0 1 2 3 4 7 10 12 13 16 21 22 23 24 28 ],15,0.972972972972973,0.975,0.972972972972973,0.9875,[72 2][1 39],0.9863013698630136,0.979591836734694,0.9739859591640162
0.956140350877193,[15 12],31.384901523590088,163243.12033419998,linear,2.0,67452.68551052386,182230.90278695532,True,False,[ 0 1 2 3 6 8 9 14 18 20 21 22 23 24 27 ],15,0.971830985915493,0.9302325581395349,0.971830985915493,0.9667540124467737,[69 2][3 40],0.9583333333333334,0.965034965034965,0.9508043037909721
